"Hardware Validation Engineer - New College Grad 2025
Hardware Validation Engineer - New College Grad 2025 with verification",NVIDIA,https://www.linkedin.com/jobs/view/4226620017/?eBP=CwEAAAGXdxL7Ze_eyaU6wu8v0D8ZsCTXVgWqnF9wxbdPYJC2tb1ndzU6-OEXVrtvgx8DD71lSjdbuk3ckHKMQem-uFtCjMi-xZiRvZhjYqvbBoxG_cCd6_0c2BTScGrHRKSvWkNBiAQ4nnlZczL487Fs9IizEL_6Czb_iCUehAHvlhQkEN_vUfbD6GPACwxgonYrHZJlRxcYAxOPXazTY4KDXtwEwct4QvIMXQnwhmp593I3mLnSsgvZP8dL79tfo4m8S3y7dyXd47HN53K5D1kA12Q-2wWMFwL3q0NDIXyHK5E_d-5AmJHEaWGO-xgaqCedudZX3FowOo6cWYwB1c1RdzxpzWK_t6d8dJtsHT05OSrAfKPA4VvO-dcbUAKH89pBQK612s3cP5Z9jZJAqAD94tR6DxILpNGU4em1hdxVF_NaZiCHJCRYiAp5_BCkaRIiWa_WKSB0kUKNdVgeJeaNK917-YuYShOzAnqdyhXQ5KFJL8k15giD51CAL432hQ2fNrhnvX8qa34&refId=gBdgevOUmCDG7PGjR1kICA%3D%3D&trackingId=2E0IWzSDmUU%2FA%2FJ%2BjQcajA%3D%3D&trk=flagship3_search_srp_jobs
"Embedded Software Engineering Intern - Fall
Embedded Software Engineering Intern - Fall",Atomic Semi,https://www.linkedin.com/jobs/view/4208766838/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=gBdgevOUmCDG7PGjR1kICA%3D%3D&trackingId=4Iai1S0qvFMqS9Z%2BWR4Nig%3D%3D&trk=flagship3_search_srp_jobs
"Entry Level - Software Computer Science Engineering
Entry Level - Software Computer Science Engineering with verification",Textron,https://www.linkedin.com/jobs/view/4245155621/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=gBdgevOUmCDG7PGjR1kICA%3D%3D&trackingId=6UKol5iuUdUMZWYEJ3et3w%3D%3D&trk=flagship3_search_srp_jobs
"Electrical Hardware Engineer (New Grad/Early Career)
Electrical Hardware Engineer (New Grad/Early Career)",Muon Space,https://www.linkedin.com/jobs/view/4219636172/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=gBdgevOUmCDG7PGjR1kICA%3D%3D&trackingId=OQiOPAHmkCXIOMpneCAyog%3D%3D&trk=flagship3_search_srp_jobs
"Electrical Engineer Intern, Robotics and Surgery Engineering
Electrical Engineer Intern, Robotics and Surgery Engineering with verification",Neuralink,https://www.linkedin.com/jobs/view/4248927046/?eBP=CwEAAAGXdxL7ZokOMWTeis-lIkHUxg7y5HdAB4wN7s7W1DRCH26hSqi-VKGbM6J41ciOimCseizR0hCRQ4u5ROYYdRz4SD7TLGSPlXhTlwol2M66G2b8oKKrY7jc4REaye8pdhtQkJpc_R8J-q8jX08LV4LTb5cDeOlCPQV-q71loTsDa6ekvSL25yR6FUI-9XoLw0smTQfQsjgDvo_qeWJekBXENMkPzlCC05jM4rRHoZvqnvh6e4pArzKDqIn1lW7EVnyUVUhmLR7SfXihIezgdMV11cGMSihxj6MaZVkYTtQKrubtY_-o_nnxE5IW4kyYGZxOdKZUCwsTHVw-R__F3_D5gk47zOD8EwwAHlw5gKfE5oJzKgN9djP2f314qgIWOE95z6CVNIIVOMgg7XRWnDgi0yfzkS8GX-Fq3NYxo1_CfoQm2V-rukImrSdb1W1Pyi0AuESrHrrmYhJsmi5UxIzLFc4G9_WsWWSLIIQqbmoqk_EfZ7bqAFCUBjOrKYF4isHKsWd_b-w&refId=gBdgevOUmCDG7PGjR1kICA%3D%3D&trackingId=8itKpoKXlMFfpSxXH7Jnng%3D%3D&trk=flagship3_search_srp_jobs
"Software Engineer III, Embedded Systems/Firmware, AR
Software Engineer III, Embedded Systems/Firmware, AR with verification",Google,https://www.linkedin.com/jobs/view/4224654847/?eBP=CwEAAAGXdxL7ZgphX22ALDcXlu-yIplRe-w--2qwhYrbgb4hNAxqLZcoTs0y6CddjrObwBKvRcB676N8FEB9g1wOxt1U2j9W-pTTIAKuV4XuJgm-vAVNPvlA1mubv8kkqsthcke0JDaJ9cbLthMZrQsZazlkAOl5I4unhlVyCUaL2KCLJgoFbgfafdLCFGDmCW9aI32Q3RWt3R9W6c6trk-w7YhrDS_ENs2g2hnsLYYoyxOSYZL07_XNuhHuDyN8xTmc36EAMjhBsFCjbX5ay0Z39YQ6CYcZeKVNcdYkp8EI3USn0VC4Fjmqsa1u0nVftH3EZNdd3OEKwdCs0pdSd061_-8Ki2-U4RpO05sNiYxueOC8r8PQIo68oXXBYD3uYWGOVqcNdGjdR9DBKsL5dXEONOlGw4S0pNR6NYrSFnPuU1uoCjrG-yuW15fE1dZbm65qFFYR8vwO2sjEGl-QwLG0AGjDEQeQo7oiDi4_z4A6646Kes5RMmuHF0fbeDyNOQ-2q1v2FK_e&refId=gBdgevOUmCDG7PGjR1kICA%3D%3D&trackingId=TevDfGqiU%2Bf10yujY7H6Bw%3D%3D&trk=flagship3_search_srp_jobs
"Embedded Software Intern (Fall 2025)
Embedded Software Intern (Fall 2025) with verification",Formlabs,https://www.linkedin.com/jobs/view/4233564126/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=gBdgevOUmCDG7PGjR1kICA%3D%3D&trackingId=FnG0JcFSdvsavrntRwy4eg%3D%3D&trk=flagship3_search_srp_jobs
"Summer 2026 Internship - Software
Summer 2026 Internship - Software with verification",Stoke Space,https://www.linkedin.com/jobs/view/4207041007/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=gBdgevOUmCDG7PGjR1kICA%3D%3D&trackingId=34jKzaX2RXrYs1NWOmkh1A%3D%3D&trk=flagship3_search_srp_jobs
"Spring 2026 Avionics Software Engineering Intern - Undergraduate
Spring 2026 Avionics Software Engineering Intern - Undergraduate with verification",Blue Origin,https://www.linkedin.com/jobs/view/4238363740/?eBP=CwEAAAGXdxL7Zilqw89UMVhjyA5Tb4HT6s3iHE75bRbkVkRv-EK8ByxjO3PC0QgWsjqsY4Gy9eFlqw23-lE2OVG1G7UV8vIe9NQ2658Z0M_iELjRuUReAeva3zmK5Src8tyC-UC3BEH-aOhMmjVJVp-up-OoKnifpC5vVRptEEPOObiwWXgA673xxrcs6WkCSZlFfs2Nf8aZlpt8sjlDldOlwARTTox5vlnOdiIvzFjosp2GonAusNNy1bmoDXhITbghgZHT8UqU4lmEGasVzZZNX8QVMsKluYrW1Fo0YNPonv-ayu7zlV-_ixydSNvT62lMVSdaPf3iIfqlvF4aRQVqQmzvP7LdpE7-qDSzQKMegrXT7n0W_qw9wVKCPUORjiZqLx56twat5ZnNM_bh4z2PlVGtkeTGSvTg99wmQlivKNKf3c8RTL28tPorNiPONMieHC7TeeOoOnBtA7nwKTePbgLx0qrgKpmdXJxqAnSaESHvUPZtfKocMkQghBumzwj84xenMGtI3jA&refId=gBdgevOUmCDG7PGjR1kICA%3D%3D&trackingId=Ee8CR7h5zgQFhB7pwWHBtQ%3D%3D&trk=flagship3_search_srp_jobs
"Software/Firmware Developer
Software/Firmware Developer with verification",3M,https://www.linkedin.com/jobs/view/4223865736/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=gBdgevOUmCDG7PGjR1kICA%3D%3D&trackingId=BMqeJgYSDCIAsR2Lkgu02w%3D%3D&trk=flagship3_search_srp_jobs
"Part-Time Student - Software Engineer, Embedded OS - Cary, NC
Part-Time Student - Software Engineer, Embedded OS - Cary, NC with verification",John Deere,https://www.linkedin.com/jobs/view/4231171742/?eBP=CwEAAAGXdxL7ZsK7vR9C2LnhJ6HmIkUaXYZAyvZVXfqA4I2n20jMyt7gSAavj7GilFPILy2IPuTjne7eWwt4RH5qOU8vUf16-YaVOePUNaqRU2F8WOvZAs2JmOeXSN2H9X4gOzg59RAoew5eBnkMgcs8v7_jIi1zifmPugHSJ_Auett5mlTbat4FjgGYqG1s1v-Zk7Namr7UnGpJo1oU5AEB-3tS2sgtrH1k5OQFA4mjozgYMp3iA9yjyCROcTNjUhKd4R3Xlj--UXVL19DWtDMDUGl8iQKX6iPnRBEFMH1wJ9tTu4sVg16NMm6wjRq1Q9OBI-OfGXL4HoCd13ofC-oH0KNm2yuerLGOYFm7d6sRAf1e431BqA76ICzLt2drwEpxRI0G3V_0z8purEinhrkASLenJ_mIech6Jxt-pUTw_tykjABNA8sD6a0f99AzbkCWn1fh1tMfMJsIpoLYOCeIrlTED1n3cLKE_GnckY01EVdPdwYe1EZKwqDR4pWgBaG8a-t1lK5kfWE&refId=gBdgevOUmCDG7PGjR1kICA%3D%3D&trackingId=InnbY%2BPETUtQLdrelWziEQ%3D%3D&trk=flagship3_search_srp_jobs
"Guidance, Navigation, and Control Engineer Intern (Summer 2025)
Guidance, Navigation, and Control Engineer Intern (Summer 2025) with verification",Astranis Space Technologies,https://www.linkedin.com/jobs/view/4074515068/?eBP=CwEAAAGXdxL7ZnYTmNjqFEaMo-I4h0aLGHB2N1Jl6UsSoa6hbPr9nOIzmNULllp0aDULcyKAJTOkmDJnFqfxRw9YvaPrBBdMcUT2cQHEA9LfKVhtMMVgiiyHDKq0tYSSR4pe2IcakRL-_VlsVs34P1NB_qRfIcB51pBb2gDTkXMUY1ylc3jwJ4lzu7f89T3kyE02AcTsOj-8oSW-meuUTT9jOmsTvQjxK0OPql9XkihRDNOUln4eHJdtv-eX3uJpVQqOYyDI3A_HVFf1tVHxfUWEQSp3Bl84BZ7mLcihEe2sTJnwkXvKZDg-BHz4PSMFuW-oagqzvilLF097OqjokUalyPEB3kNa2ScrQcSU3XLDl30fETi22a8IO7ih2XTeYxuJHRjBNSiCDiOVh05nMu-TkLBkkkGpPb2EINceD-mJzZgFpuLl3fun0pizJCoFTXDdhY3JIzQpGKpTJtO9VMjLcEj5qJ20bNxaPZH4vdQbCKquSyvbIGLHJHQ7HMiSw3SrhrxxBK0KAwc&refId=gBdgevOUmCDG7PGjR1kICA%3D%3D&trackingId=uSvE0I10SqdYsM848uqH6w%3D%3D&trk=flagship3_search_srp_jobs
"Summer 2025 Robotics Software Engineering Intern
Summer 2025 Robotics Software Engineering Intern",Astrolab,https://www.linkedin.com/jobs/view/4207667134/?eBP=CwEAAAGXdxL7ZpYVPksJS9S9KRbGbJwkjfepUdJJMtOZcDHzRs8kE4x4QnUSIk4593YX3hrhTOTq603zXFuypVIdPtbTfC0EZYjq2iQQx4E2_pOyRdm1uyS1pKqyjzxXGe9j2NmqVnb3oc_tkKeZFbBUcBAvz4NwXqzbytB8L4LVpm5-GEiHFHzlit5uKNP1xq6XD5PDfAhu3jHoDb0krCRDI2_yBWfj5tIEN5m2kMz_yPNarY1lSPtwqKAjtIrzp5Xalf8zgkqbn7byOEfgMtuTQUEe-jIFLOPrVVS6nayBceQQQZfo4eKTz73r0GpFsFSmZjYyoPGfs3iCZbxRqVspWLq1gmJ6Fm8Q7R_lAAobnLfRLBf2txQd23YQOVAHxxcU-kjOMBeyXe105u__-jdKuaaD8YtBNhMbnIdbFO2EAXISE7Njv7E92zx5kYV7EpVLPyyXrTDh25R7TYlt8LSmG4fWcDgA84DF6aVk5rnG-NaMvM4pcwHRcmSVp5jdlSSbh3n6qD0SUjaeTg&refId=gBdgevOUmCDG7PGjR1kICA%3D%3D&trackingId=0aoXcd%2FvoBzRnRJpsw1Q0Q%3D%3D&trk=flagship3_search_srp_jobs
"Hardware Test Intern
Hardware Test Intern",Quilt,https://www.linkedin.com/jobs/view/4230183255/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=gBdgevOUmCDG7PGjR1kICA%3D%3D&trackingId=EjEhwGrAtRGNT1FrmQTXUg%3D%3D&trk=flagship3_search_srp_jobs
"Electrical Engineering Intern (Fall 2025)
Electrical Engineering Intern (Fall 2025) with verification",Second Order Effects,https://www.linkedin.com/jobs/view/4219927804/?eBP=CwEAAAGXdxL7ZkCuHvd4PjIgv_9F9xWrrpvkG5LbbMPcmoXbMqkm5PeOFgeV56DL6nv8VfwlEbE7Mb9oEgoPdLUgSRMwMtAkhB7baJnbjGNP8nZRtkkqUC0kI97sgk8ivqqEaQRMX7fjVsyVLH97mk9bqVJ0_GA4Tgy6BNrjsXKRFvMFA4TwjxNiLZiR66dOWbGzZf2mM7oFMf6l-ITWXYji0QhRQ9fcGQ7cmOQ_Vi111VurVtd7nuexTo5Hek4F5PJSPzKhe8FO7L6FEntBn3yCEzLRHSTQk3uTl_MkRg0iBWdIHBBi7CYAmp82gOTTWkcgvJVuGuFoIBkd5AzIr1dGFOn3yQz-vtnxn3Lvmifl9PNKMu7s_X4lM6MIgzF7-JnEtwdjkkAOrHy9scWzOCD3XKtOsXDoDMU_ts8pkBvqfCR9p1cRrVro22g_OCBrwNk-eO7_99Dez7muznQfep5vOvBc2l3LbbJveCF2arGpiSRrUvf9JxWcFgKo5zIdJQ6ACpHklXFUJNAf2g&refId=gBdgevOUmCDG7PGjR1kICA%3D%3D&trackingId=YJidiPbNnLADYDvfLU6Ljg%3D%3D&trk=flagship3_search_srp_jobs
"Internship, Embedded Software Engineer, Firmware Platforms (Fall 2025)
Internship, Embedded Software Engineer, Firmware Platforms (Fall 2025) with verification",Tesla,https://www.linkedin.com/jobs/view/4218921849/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=AYpO9mugwbcjaeBs3pNSww%3D%3D&trackingId=EWqlLlhm0VgEBbcKHp0oDQ%3D%3D&trk=flagship3_search_srp_jobs
"System Design Engineer - New College Grad 2025
System Design Engineer - New College Grad 2025 with verification",NVIDIA,https://www.linkedin.com/jobs/view/4240604917/?eBP=CwEAAAGXdxMF5uGhBu5s-FilZ2HL-sL4LFRuoUK_xWLvIparwR0R2oMBCll334pqTzGVcfnQipu3SAshnENvunrV7XgxclTkeBeNuqliVI4aWbFlHx0FQNzGCg5pjAhgcPPWl_pC4nsAAwPoPw4agSxVryNQfRTrG8zIrC5P5KcLw4DR6Q6KO-510ByhqnR8YSjZWPB_PNQ0mpmnBTwGP-hGOFq3mliMZtI9HaSazguh0GpXtuUS-N12Tjny3spD2Z3odx0PCIL0IPjUWcbRbZcvQZw1MW3ztgws0hBA90mUKE7zOxOUmHjBd3aPT_EkqEDV-s95YwqaKVxtbwNWSUtRQyRq8LLz-TLZl_Xjbas3AmS-Ontoa6Fv_MJzlluaerUsxFcec-SY7nDHbYYVOSuvsX4M9HN6fuznvvKIJbxkw3AhTQuyPqta62mz-hFc7WHr57CNqOq_YYqsUbIuNBPhssJrttUi7APanNItK8r80wKc_VflJs0Xghnmoo0ykYeNviGVKeVqGwQ&refId=AYpO9mugwbcjaeBs3pNSww%3D%3D&trackingId=31v%2B4vwPnMdAaA8N4WPSsw%3D%3D&trk=flagship3_search_srp_jobs
"Software Engineer 1- Embedded Software
Software Engineer 1- Embedded Software with verification",Garmin,https://www.linkedin.com/jobs/view/4140345959/?eBP=CwEAAAGXdxMF5g_fmzvhDL3rmdkuxShfajqsJPk4jA49ZioJgzCzIaK7SP1WCxs8gSoiFmHJSFy-U15pmFMSe-hZlx7AvegecLEUZQeZrkNVCQvqPmtpY3yJKc39KmTQBxChxIw6ybbrz8E8p8fVnBzXRVSuOeK6nUx-9CcIE1Woi2zH_EG1XpHu9HAnIyCOpO70Lnhprqj4eObNInO-HMFqLYKpa99HKS2D4OeYdusKojxjlXjIzdMBs4-pgwoRa-IpDNMJPQqfysS5BlKlIcOTzn4-_PzIansnD-gTzblmukB7uD4JNIZRKbZHVFMbU1QlNoFEvHnIzb0oRM5ylsEAV09GCcJaHu7ukOlwEepl4DuOuQCd-7MtOodzrCD5cphpBxOIY7FuMmivGWw_Soz6zWPf_Rt-07CpE5Jg7QGeulzhjycWlIH3irwqXa5fIkAORsIKjawxB7tDH9_XxxZvLkicS7Fjp0i1CZZLEyGtCCZNIVgxgNLt7VysQs5hu3NCInVcC2I8UWr5vvIT&refId=AYpO9mugwbcjaeBs3pNSww%3D%3D&trackingId=0O7M8d9pL2ht5Ne6sopzZw%3D%3D&trk=flagship3_search_srp_jobs
"Software Engineering Intern/Co-Op (Undergraduate | Fall 2025 | Hybrid)
Software Engineering Intern/Co-Op (Undergraduate | Fall 2025 | Hybrid) with verification",AMD,https://www.linkedin.com/jobs/view/4206381420/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=AYpO9mugwbcjaeBs3pNSww%3D%3D&trackingId=DsQlhVkLXMCGw9vykstV%2BQ%3D%3D&trk=flagship3_search_srp_jobs
"Software Engineer / Embedded / HWIL, Grand Prairie, TX
Software Engineer / Embedded / HWIL, Grand Prairie, TX with verification",Lockheed Martin,https://www.linkedin.com/jobs/view/4249842459/?eBP=CwEAAAGXdxMF5mZQ-d8A1YLvSmC_Pj83m_LtmmUFDXyhk6p2mpm6PaaOrf44ENsofolonIUQyVR4MiYEZFOduMAz1wiArS7Vo7kht22VcMjxtX58E8Kpafjp4JD_d2M4HNPCKD3qqcEWktv3pZUrreij-mNSMsApQllahZ2VLxtWZdjV4TFg_Ys8vA1lkSmNoF4eLUtLSGoXei75xhDqi6slPmQqG4Zdm-1_H4PB_8SHOrgs6z_WmbXR73oRhkUqg9felp7Mi0oJgQ3x-_oieKmqqBxvQNe9ob3b81GSf5bHQmLepv7JDQ6Lvp1dPFEN1v3IY4QL0tU70zmRNI2SxJpdNZCQRaalM6eYvglo5SdfaK3sVEwtx52XGwQPp18HkKZcJlVgXDp4Ci1th0kYYbMG-3cCxwBsMmO9sSn38gRZPwv_9GZbIMhituEgHdmr59CAEk9Uytz5SBXqQvPc_knO1Khp4zB-QzEV19-0fhGXNyLIRGcTBdDlw2I5SuABfunRTNjQqmV-4Gzp7w&refId=AYpO9mugwbcjaeBs3pNSww%3D%3D&trackingId=Oi1sTU7T8XuQSmBmgE4sPg%3D%3D&trk=flagship3_search_srp_jobs
"Embedded Software Engineer
Embedded Software Engineer",Neros Technologies,https://www.linkedin.com/jobs/view/4237033537/?eBP=CwEAAAGXdxMF5lNvqjGNqkoOXJBSQVNdHTdBGbr-X3HFgrWJoerT9QHqUbgY2WFo5sErkg6vKGNbGVTp-GhpZ_W5d_uEox_eCVl-uT-uhorC85eFeuUfQAjuRZgHgHKfX_z1xAUqK35sDAEA4GSt9Jcq5AzRxB_-oERMcINdfgXab7QyGFXgCRbnkqQsZA8VlD1c5_mfQe7OQcWFMtCtNkyhrI7cINoGli5OZ0oOKNMSIstlhDYcC_F4aJMCYgsQVPhRU5zi0OB2Znq4n8S4-pu_SBC4OBGNV1pvB-4jFrVKfDBlPNqBB4tP3JqSyEtjhkyhqkM_jxYbAS_lVDgI8oZHY7zVI5bYENFzFrw9AH_QFFbDwYvOfF7HBEkEvYlK77FqJREF6iGcHki6YGeKQmspNhh_Fq-MBH5HUWdQSoGbPBl1jWWQDCOfONuPwPNMLf1rjiUbYd7iL7MyprkFycDbri2VCMGZMlYEH6lnLSThqEj0T57MEeZs0RdjOxD-YpiTtCQ2G-GzfXZCCg&refId=AYpO9mugwbcjaeBs3pNSww%3D%3D&trackingId=SQa4rskpZdgysbML9kimQg%3D%3D&trk=flagship3_search_srp_jobs
"Hardware R&D Engineering Intern (Fall 2025)
Hardware R&D Engineering Intern (Fall 2025) with verification",Formlabs,https://www.linkedin.com/jobs/view/4233565107/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=AYpO9mugwbcjaeBs3pNSww%3D%3D&trackingId=ag%2BZdHmO2C%2BjtJjRZgp4cg%3D%3D&trk=flagship3_search_srp_jobs
"Software Engineer Intern, Implant
Software Engineer Intern, Implant with verification",Neuralink,https://www.linkedin.com/jobs/view/4223692236/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=AYpO9mugwbcjaeBs3pNSww%3D%3D&trackingId=oVLxueWuipXqOU9nozNbJA%3D%3D&trk=flagship3_search_srp_jobs
